Seria pomiarowa: 0
Godzina poczatkowa: 6:00, Godzina koncowa: 20:00
Dzielnik, Panel, Temperatura, Czas [s]
944,2.84,8.68,25.81
945,4.76,14.50,25.81
946,2.62,7.99,25.81
947,1.72,5.23,25.81
948,2.96,9.03,25.81
949,3.47,10.58,25.81
950,3.88,11.82,25.81
951,3.79,11.57,25.81
952,2.88,8.80,25.81
953,1.18,3.59,25.81
954,2.96,9.02,25.81
955,2.52,7.69,25.81
956,4.40,13.42,25.81
957,3.67,11.20,25.81
958,1.36,4.16,25.81
959,3.30,10.08,25.81
960,4.13,12.60,25.81
961,1.16,3.53,25.81
962,1.64,5.01,25.75
963,4.10,12.51,25.75
964,3.75,11.45,25.75
965,3.95,12.06,25.75
966,2.22,6.78,25.75
967,1.45,4.43,25.75
968,3.19,9.73,25.75
969,4.77,14.53,25.75
970,1.81,5.53,25.75
971,4.30,13.10,25.75
972,2.10,6.40,25.75
973,2.20,6.72,25.75
974,2.91,8.88,25.75
975,2.26,6.90,25.75
976,1.82,5.56,25.75
977,3.27,9.99,25.75
978,3.71,11.31,25.75
979,2.92,8.91,25.75
980,4.74,14.45,25.75
981,3.86,11.78,25.75
982,1.79,5.46,25.69
983,4.85,14.80,25.69
984,2.62,8.01,25.69
985,3.37,10.29,25.69
986,3.13,9.56,25.69
987,3.67,11.18,25.69
988,3.81,11.63,25.69
989,4.52,13.79,25.69
990,4.54,13.85,25.69
991,4.83,14.74,25.69
992,2.07,6.31,25.69
993,3.94,12.03,25.69
994,3.08,9.39,25.69
995,3.66,11.15,25.69
996,3.60,10.97,25.69
997,3.55,10.82,25.69
998,2.37,7.22,25.69
999,1.55,4.74,25.69
1000,3.76,11.46,25.69
1001,1.13,3.44,25.69
1002,1.85,5.63,25.69
1003,4.68,14.27,25.62
1004,3.83,11.69,25.69
1005,3.55,10.84,25.62
1006,3.02,9.21,25.62
1007,2.92,8.90,25.62
1008,3.17,9.66,25.62
1009,3.70,11.27,25.62
1010,1.67,5.10,25.62
1011,3.01,9.17,25.62
1012,4.50,13.71,25.62
1013,2.53,7.72,25.62
1014,3.46,10.54,25.62
1015,2.33,7.10,25.62
1016,2.42,7.38,25.62
1017,3.64,11.11,25.62
1018,4.13,12.58,25.62
1019,3.83,11.67,25.62
1020,2.25,6.87,25.62
1021,4.47,13.63,25.62
1022,4.36,13.31,25.62
1023,2.54,7.74,25.62
1024,2.09,6.38,25.62
1025,4.60,14.03,25.62
1026,1.64,5.01,25.62
1027,3.95,12.06,25.62
1028,3.03,9.23,25.62
1029,2.96,9.02,25.62
1030,4.11,12.54,25.62
1031,2.20,6.72,25.62
1032,4.41,13.45,25.62
1033,3.31,10.11,25.62
1034,1.49,4.53,25.56
1035,3.93,12.00,25.62
1036,3.48,10.60,25.62
1037,3.96,12.09,25.56
1038,1.18,3.61,25.62
1039,4.19,12.78,25.62
1040,4.13,12.60,25.62
1041,4.07,12.40,25.62
1042,2.78,8.48,25.62
1043,3.36,10.26,25.56
1044,4.30,13.12,25.56
1045,2.64,8.05,25.56
1046,4.56,13.91,25.56
1047,3.18,9.70,25.56
1048,2.31,7.04,25.56
1049,4.00,12.19,25.56
1050,3.64,11.11,25.56
1051,4.11,12.52,25.56
1052,2.37,7.22,25.56
1053,1.58,4.82,25.56
1054,3.13,9.54,25.56
1055,4.35,13.25,25.56
1056,4.22,12.88,25.56
1057,3.16,9.64,25.56
1058,2.17,6.62,25.56
1059,2.50,7.63,25.56
1060,2.93,8.93,25.56
1061,3.01,9.18,25.56
1062,3.25,9.90,25.56
1063,2.77,8.44,25.56
1064,2.55,7.78,25.56
1065,2.91,8.88,25.56
1066,1.90,5.80,25.56
1067,3.10,9.47,25.56
1068,3.01,9.18,25.56
1069,3.04,9.27,25.50
1070,1.87,5.69,25.50
1071,1.55,4.73,25.50
1072,3.72,11.34,25.50
1073,1.03,3.13,25.50
1074,1.52,4.62,25.50
1075,2.30,7.01,25.50
1076,4.63,14.12,25.50
1077,3.06,9.33,25.50
1078,1.13,3.46,25.50
1079,2.00,6.10,25.50
1080,2.92,8.91,25.50
1081,2.90,8.85,25.50
1082,2.44,7.44,25.50
1083,2.68,8.17,25.50
1084,2.55,7.78,25.44
1085,4.07,12.40,25.44
1086,2.73,8.33,25.44
1087,2.74,8.36,25.44
1088,4.39,13.39,25.44
1089,3.27,9.97,25.44
1090,1.10,3.37,25.44
1091,1.77,5.41,25.44
1092,2.95,9.00,25.44
1093,4.15,12.66,25.44
1094,1.86,5.68,25.44
1095,2.80,8.53,25.37
1096,2.74,8.35,25.37
1097,2.92,8.90,25.37
1098,3.14,9.57,25.37
1099,1.50,4.58,25.37
1100,2.16,6.57,25.37
1101,2.97,9.05,25.37
1102,1.74,5.29,25.37
1103,2.95,8.99,25.37
1104,3.55,10.82,25.37
1105,2.43,7.41,25.37
1106,2.06,6.29,25.37
1107,2.03,6.19,25.37
1108,3.42,10.43,25.37
1109,2.61,7.98,25.37
1110,2.99,9.11,25.37
1111,1.52,4.65,25.37
1112,2.76,8.42,25.37
1113,4.07,12.42,25.37
1114,4.11,12.54,25.31
1115,3.08,9.39,25.31
1116,1.96,5.98,25.31
1117,4.29,13.09,25.31
1118,4.28,13.06,25.31
1119,3.37,10.29,25.31
1120,3.11,9.48,25.31
1121,4.80,14.64,25.31
1122,3.71,11.31,25.31
1123,3.02,9.21,25.31
1124,2.92,8.90,25.31
1125,3.03,9.23,25.31
1126,2.92,8.90,25.31
1127,2.51,7.66,25.31
1128,3.32,10.14,25.31
1129,3.65,11.12,25.31
1130,4.52,13.77,25.31
1131,2.70,8.23,25.31
1132,3.00,9.15,25.31
1133,4.25,12.95,25.31
1134,1.46,4.46,25.31
1135,1.61,4.92,25.31
1136,1.72,5.23,25.31
1137,2.00,6.11,25.25
1138,2.29,6.99,25.31
1139,3.53,10.76,25.31
1140,3.32,10.14,25.31
1141,3.45,10.52,25.31
1142,1.44,4.40,25.31
1143,4.53,13.80,25.31
1144,2.92,8.91,25.31
1145,3.73,11.39,25.31
1146,2.12,6.47,25.31
1147,2.91,8.87,25.25
1148,1.84,5.62,25.31
1149,3.35,10.23,25.31
1150,1.87,5.69,25.31
1151,2.32,7.08,25.25
1152,1.89,5.77,25.25
1153,2.45,7.48,25.31
1154,4.79,14.61,25.25
1155,1.19,3.62,25.25
1156,2.95,8.99,25.25
1157,0.99,3.03,25.25
1158,2.74,8.35,25.25
1159,3.90,11.88,25.25
1160,4.13,12.58,25.25
1161,3.59,10.96,25.25
1162,3.59,10.96,25.25
1163,2.19,6.69,25.25
1164,2.89,8.81,25.25
1165,2.46,7.50,25.25
1166,2.35,7.17,25.25
1167,3.62,11.03,25.25
1168,3.15,9.60,25.25
1169,1.05,3.19,25.25
1170,4.74,14.45,25.25
1171,4.10,12.51,25.25
1172,3.03,9.24,25.25
1173,3.46,10.54,25.25
1174,2.73,8.32,25.25
1175,3.32,10.12,25.25
1176,1.28,3.91,25.25
1177,3.56,10.87,25.25
1178,1.13,3.44,25.25
1179,1.05,3.19,25.25
1180,4.27,13.01,25.25
1181,3.84,11.70,25.25
1182,3.07,9.38,25.25
1183,1.46,4.46,25.25
1184,4.41,13.45,25.25
1185,4.81,14.68,25.25
1186,1.75,5.34,25.25
1187,2.05,6.25,25.25
1188,3.28,10.02,25.25
1189,2.97,9.05,25.25
1190,4.03,12.28,25.25
1191,1.11,3.38,25.25
1192,3.88,11.84,25.25
1193,2.92,8.90,25.25
1194,2.92,8.91,25.25
1195,3.19,9.72,25.25
1196,3.50,10.67,25.25
1197,2.12,6.45,25.25
1198,3.80,11.60,25.25
1199,2.52,7.68,25.25
1200,2.48,7.56,25.25
1201,3.92,11.96,25.25
1202,2.78,8.47,25.25
1203,2.91,8.87,25.25
1204,3.21,9.78,25.25
1205,2.61,7.98,25.25
1206,2.50,7.62,25.25
1207,2.93,8.93,25.25
1208,2.06,6.29,25.25
1209,4.74,14.45,25.25
1210,2.96,9.02,25.25
1211,3.72,11.34,25.25
1212,3.42,10.43,25.25
1213,3.45,10.51,25.25
1214,1.95,5.95,25.25
1215,3.73,11.37,25.25
1216,1.44,4.38,25.25
1217,1.45,4.43,25.25
1218,3.89,11.85,25.25
1219,2.13,6.48,25.25
1220,3.60,10.97,25.25
1221,4.31,13.13,25.25
1222,4.89,14.91,25.19
1223,1.27,3.88,25.19
1224,2.93,8.94,25.25
1225,2.57,7.83,25.25
1226,2.92,8.91,25.25
1227,2.87,8.75,25.19
1228,1.91,5.83,25.19
1229,3.48,10.63,25.19
1230,3.38,10.30,25.19
1231,2.67,8.15,25.25
1232,2.43,7.41,25.19
1233,2.97,9.05,25.19
1234,2.80,8.54,25.19
1235,2.95,9.00,25.19
1236,2.97,9.06,25.19
1237,2.96,9.02,25.19
1238,2.85,8.69,25.19
1239,2.41,7.36,25.19
1240,3.04,9.26,25.19
1241,2.92,8.90,25.19
1242,3.02,9.21,25.19
1243,2.92,8.91,25.19
1244,3.04,9.27,25.19
1245,2.78,8.47,25.19
1246,2.99,9.11,25.19
1247,2.86,8.74,25.19
1248,1.34,4.10,25.19
1249,1.84,5.62,25.19
1250,1.74,5.29,25.19
1251,2.39,7.29,25.19
1252,1.60,4.87,25.19
1253,2.28,6.96,25.19
1254,2.96,9.02,25.19
1255,3.70,11.30,25.19
1256,3.01,9.17,25.19
1257,2.97,9.06,25.19
1258,3.41,10.39,25.19
1259,4.63,14.12,25.19
1260,2.97,9.06,25.19
1261,2.41,7.35,25.19
1262,3.16,9.64,25.19
1263,1.73,5.28,25.19
1264,2.86,8.74,25.19
1265,3.69,11.25,25.19
1266,2.97,9.05,25.19
1267,2.39,7.27,25.19
1268,2.96,9.03,25.19
1269,2.48,7.57,25.12
1270,2.96,9.03,25.12
1271,4.01,12.22,25.12
1272,2.95,9.00,25.12
1273,3.38,10.32,25.12
1274,2.03,6.20,25.12
1275,4.33,13.21,25.12
1276,3.56,10.87,25.12
1277,1.06,3.22,25.12
1278,2.70,8.24,25.12
1279,4.55,13.86,25.12
1280,2.96,9.03,25.12
1281,4.10,12.51,25.12
1282,1.68,5.13,25.12
1283,3.92,11.97,25.12
1284,3.07,9.38,25.12
1285,3.07,9.36,25.12
1286,3.02,9.21,25.12
1287,2.90,8.84,25.12
1288,3.03,9.23,25.12
1289,3.03,9.24,25.12
1290,3.73,11.39,25.12
1291,3.00,9.14,25.12
1292,1.53,4.67,25.12
1293,2.39,7.27,25.12
1294,2.80,8.54,25.12
1295,4.40,13.43,25.12
1296,2.96,9.03,25.12
1297,2.94,8.96,25.12
1298,4.49,13.70,25.12
1299,2.97,9.05,25.12
1300,2.97,9.06,25.12
1301,2.98,9.08,25.12
1302,3.99,12.18,25.06
1303,4.64,14.16,25.12
1304,3.02,9.21,25.12
1305,3.21,9.78,25.12
1306,2.17,6.63,25.12
1307,4.03,12.30,25.12
1308,4.59,14.01,25.06
1309,1.12,3.43,25.06
1310,1.75,5.35,25.06
1311,0.89,2.71,25.06
1312,4.17,12.72,25.06
1313,2.30,7.02,25.06
1314,3.17,9.67,25.06
1315,3.23,9.85,25.06
1316,2.59,7.89,25.06
1317,1.99,6.07,25.06
1318,4.12,12.57,25.06
1319,4.06,12.37,25.06
1320,4.03,12.30,25.06
1321,1.99,6.08,25.06
1322,4.68,14.28,25.06
1323,2.15,6.54,25.06
1324,2.36,7.19,25.06
1325,2.71,8.27,25.06
1326,1.89,5.75,25.06
1327,3.49,10.66,25.06
1328,2.95,9.00,25.06
1329,2.96,9.02,25.06
1330,2.92,8.91,25.06
1331,3.85,11.75,25.06
1332,3.63,11.08,25.06
1333,3.03,9.23,25.06
1334,3.62,11.05,25.06
1335,3.84,11.70,25.06
1336,3.63,11.06,25.06
1337,3.01,9.18,25.06
1338,2.59,7.89,25.00
1339,3.92,11.97,25.06
1340,1.78,5.44,25.06
1341,2.48,7.56,25.06
1342,3.67,11.18,25.00
1343,4.64,14.16,25.00
1344,3.08,9.41,25.00
1345,1.15,3.50,25.00
1346,4.10,12.49,25.00
1347,4.80,14.65,25.00
1348,2.86,8.72,25.00
1349,2.73,8.32,25.00
1350,3.89,11.87,25.00
1351,1.73,5.26,25.00
1352,1.15,3.50,25.00
1353,3.56,10.85,25.00
1354,3.60,10.97,25.00
1355,3.10,9.47,25.00
1356,2.85,8.69,25.00
1357,1.64,4.99,25.00
1358,4.63,14.13,25.00
1359,1.44,4.40,25.00
1360,3.39,10.35,25.00
1361,3.15,9.62,25.00
1362,2.91,8.88,25.00
1363,2.12,6.45,25.00
1364,1.27,3.86,25.00
1365,4.45,13.58,25.00
1366,1.91,5.81,25.00
1367,2.92,8.90,25.00
1368,3.12,9.53,25.00
1369,1.45,4.41,25.00
1370,4.13,12.58,25.00
1371,1.83,5.58,25.00
1372,2.29,6.99,25.00
1373,2.62,7.99,25.00
1374,2.59,7.90,25.00
1375,3.45,10.52,25.00
1376,3.88,11.82,25.00
1377,2.13,6.48,25.00
1378,2.78,8.48,25.00
1379,3.88,11.82,25.00
1380,2.70,8.23,24.94
1381,2.27,6.92,24.94
1382,2.64,8.05,25.00
1383,3.02,9.21,24.94
1384,4.37,13.33,24.94
1385,3.51,10.72,24.94
1386,2.99,9.11,24.94
1387,2.57,7.84,24.94
1388,4.56,13.89,24.94
1389,4.77,14.53,24.94
1390,4.23,12.89,24.94
1391,2.74,8.36,24.94
1392,3.70,11.27,24.94
1393,2.36,7.20,24.94
1394,2.39,7.29,24.94
1395,2.39,7.27,24.94
1396,1.46,4.44,24.94
1397,2.52,7.68,24.94
1398,2.60,7.92,24.94
1399,1.92,5.86,24.94
1400,2.86,8.72,24.94
1401,3.40,10.38,24.87
1402,4.79,14.61,24.87
1403,2.01,6.13,24.87
1404,3.99,12.16,24.87
1405,3.47,10.57,24.87
1406,2.25,6.86,24.87
1407,3.91,11.93,24.87
1408,4.48,13.65,24.87
1409,1.33,4.05,24.87
1410,4.58,13.97,24.87
1411,3.56,10.87,24.87
1412,1.94,5.92,24.87
1413,1.95,5.95,24.87
1414,2.20,6.72,24.87
1415,1.66,5.05,24.87
1416,2.80,8.54,24.87
1417,3.65,11.14,24.87
1418,3.63,11.08,24.87
1419,4.66,14.21,24.87
1420,4.06,12.39,24.87
1421,3.90,11.90,24.87
1422,4.58,13.97,24.87
1423,3.66,11.15,24.87
1424,4.66,14.21,24.87
1425,1.82,5.56,24.87
1426,2.96,9.03,24.87
1427,2.96,9.02,24.87
1428,2.98,9.08,24.87
1429,2.96,9.03,24.87
1430,2.40,7.32,24.87
1431,3.44,10.49,24.87
1432,4.74,14.45,24.87
1433,3.13,9.56,24.87
1434,4.23,12.89,24.87
1435,3.53,10.78,24.87
1436,3.06,9.35,24.87
1437,2.64,8.05,24.87
1438,2.94,8.96,24.87
1439,3.68,11.23,24.87
1440,2.11,6.42,24.87
1441,4.02,12.25,24.87
1442,3.26,9.96,24.87
1443,4.76,14.50,24.87
1444,4.27,13.03,24.87
1445,2.14,6.53,24.87
1446,3.31,10.09,24.87
1447,2.12,6.45,24.87
1448,3.70,11.27,24.87
1449,2.47,7.54,24.87
1450,2.28,6.96,24.87
1451,2.14,6.53,24.81
1452,3.88,11.82,24.87
1453,1.52,4.62,24.87
1454,3.35,10.23,24.87
1455,2.89,8.83,24.87
1456,1.76,5.38,24.87
1457,3.03,9.24,24.87
1458,2.32,7.07,24.81
1459,2.03,6.20,24.81
1460,3.40,10.38,24.81
1461,3.24,9.87,24.81
1462,3.20,9.76,24.81
1463,3.14,9.57,24.81
1464,3.19,9.73,24.81
1465,2.80,8.54,24.81
1466,4.30,13.10,24.81
1467,1.71,5.22,24.81
1468,4.49,13.70,24.81
1469,2.96,9.03,24.81
1470,2.96,9.02,24.81
1471,2.97,9.06,24.81
1472,2.92,8.91,24.81
1473,3.77,11.51,24.81
1474,2.99,9.12,24.81
1475,2.53,7.72,24.81
1476,4.56,13.91,24.81
1477,2.63,8.03,24.81
1478,3.31,10.11,24.81
1479,3.83,11.69,24.81
1480,2.16,6.57,24.81
1481,3.34,10.20,24.81
1482,2.39,7.27,24.81
1483,3.77,11.51,24.81
1484,3.02,9.20,24.81
1485,3.81,11.63,24.81
1486,2.51,7.65,24.81
1487,3.80,11.58,24.81
1488,2.02,6.16,24.81
1489,2.83,8.63,24.81
1490,1.48,4.50,24.81
1491,3.99,12.18,24.81
1492,2.85,8.69,24.81
1493,2.29,6.98,24.81
1494,2.88,8.78,24.81
1495,3.72,11.34,24.81
1496,1.36,4.14,24.81
1497,2.44,7.44,24.81
1498,3.67,11.18,24.81
1499,1.36,4.14,24.81
1500,4.04,12.33,24.81
1501,4.14,12.63,24.81
1502,1.28,3.91,24.81
1503,3.83,11.67,24.81
1504,3.82,11.66,24.81
1505,3.22,9.82,24.81
1506,3.04,9.26,24.81
1507,4.00,12.21,24.81
1508,1.82,5.56,24.81
1509,4.32,13.16,24.81
1510,2.51,7.66,24.81
1511,1.19,3.64,24.81
1512,3.26,9.96,24.81
1513,4.21,12.85,24.81
1514,3.02,9.20,24.81
1515,2.05,6.26,24.75
1516,2.72,8.29,24.75
1517,2.89,8.83,24.75
1518,1.36,4.14,24.75
1519,1.94,5.90,24.75
1520,2.96,9.02,24.75
1521,2.33,7.10,24.75
1522,3.11,9.48,24.75
1523,3.19,9.72,24.75
1524,4.83,14.74,24.75
1525,2.43,7.42,24.75
1526,2.12,6.45,24.75
1527,2.33,7.10,24.75
1528,3.07,9.38,24.75
1529,4.54,13.85,24.75
1530,2.54,7.74,24.75
1531,2.63,8.02,24.75
1532,3.43,10.45,24.75
1533,3.62,11.03,24.75
1534,4.71,14.37,24.75
1535,3.02,9.21,24.75
1536,3.76,11.48,24.75
1537,2.94,8.96,24.75
1538,2.94,8.97,24.75
1539,3.01,9.17,24.75
1540,3.54,10.79,24.75
1541,4.78,14.56,24.75
1542,3.00,9.15,24.75
1543,4.23,12.91,24.75
1544,1.52,4.62,24.75
1545,3.34,10.18,24.75
1546,2.51,7.65,24.75
1547,3.77,11.49,24.75
1548,2.63,8.02,24.75
1549,3.95,12.06,24.81
1550,3.93,11.99,24.81
1551,4.51,13.76,24.81
1552,4.59,14.00,24.81
1553,4.34,13.24,24.81
1554,1.63,4.98,24.81
1555,2.38,7.26,24.81
1556,2.71,8.27,24.81
1557,4.16,12.70,24.81
1558,1.93,5.87,24.81
1559,2.77,8.44,24.81
1560,1.72,5.23,24.81
1561,3.86,11.78,24.81
1562,1.50,4.56,24.81
1563,2.28,6.96,24.81
1564,1.33,4.07,24.81
1565,3.95,12.04,24.81
1566,2.62,8.01,24.81
1567,4.16,12.69,24.81
1568,3.62,11.05,24.81
1569,4.19,12.78,24.81
1570,3.62,11.03,24.75
1571,4.41,13.45,24.75
1572,3.26,9.96,24.75
1573,3.01,9.17,24.81
1574,3.19,9.73,24.75
1575,2.09,6.37,24.75
1576,2.46,7.50,24.75
1577,1.91,5.83,24.75
1578,3.58,10.93,24.75
1579,1.52,4.62,24.75
1580,2.24,6.84,24.75
1581,3.85,11.73,24.75
1582,3.38,10.30,24.75
1583,2.69,8.21,24.75
1584,2.89,8.83,24.75
1585,3.07,9.36,24.75
1586,2.96,9.03,24.75
1587,2.34,7.14,24.75
1588,1.92,5.84,24.75
1589,1.72,5.23,24.75
1590,2.85,8.69,24.75
1591,1.49,4.53,24.69
1592,3.66,11.15,24.69
1593,3.38,10.30,24.69
1594,3.64,11.11,24.69
1595,3.48,10.61,24.69
1596,2.02,6.17,24.69
1597,3.35,10.21,24.69
1598,3.95,12.06,24.69
1599,2.73,8.33,24.69
1600,1.50,4.56,24.69
1601,2.01,6.14,24.69
1602,2.42,7.39,24.69
1603,3.66,11.15,24.69
1604,1.82,5.55,24.69
1605,4.38,13.36,24.69
1606,4.52,13.79,24.69
1607,3.94,12.03,24.69
1608,3.74,11.42,24.69
1609,3.73,11.39,24.69
1610,3.64,11.09,24.62
1611,1.23,3.74,24.62
1612,3.80,11.58,24.62
1613,2.27,6.93,24.62
1614,2.01,6.13,24.62
1615,1.41,4.31,24.62
1616,3.14,9.59,24.62
1617,1.96,5.98,24.62
1618,3.90,11.90,24.62
1619,3.36,10.26,24.62
1620,3.42,10.43,24.62
1621,3.95,12.04,24.62
1622,1.97,6.01,24.62
1623,2.94,8.97,24.62
1624,2.38,7.26,24.62
1625,2.29,6.98,24.62
1626,4.61,14.06,24.62
1627,2.67,8.15,24.62
1628,1.67,5.10,24.62
1629,3.66,11.15,24.56
1630,1.93,5.87,24.56
1631,1.10,3.37,24.56
1632,3.05,9.30,24.56
1633,3.01,9.18,24.56
1634,2.23,6.80,24.56
1635,1.17,3.58,24.56
1636,2.20,6.72,24.56
1637,3.66,11.15,24.56
1638,1.99,6.08,24.56
1639,4.11,12.52,24.56
1640,2.61,7.98,24.56
1641,2.05,6.26,24.56
1642,2.92,8.91,24.56
1643,3.54,10.81,24.56
1644,2.79,8.50,24.56
1645,2.44,7.44,24.56
1646,1.52,4.64,24.56
1647,4.67,14.24,24.56
1648,3.18,9.70,24.56
1649,3.56,10.85,24.56
1650,3.70,11.27,24.56
1651,1.93,5.87,24.56
1652,2.12,6.47,24.56
1653,2.75,8.39,24.56
1654,3.66,11.17,24.56
1655,1.88,5.72,24.50
1656,3.27,9.97,24.56
1657,3.73,11.39,24.56
1658,1.52,4.65,24.50
1659,3.46,10.54,24.50
1660,2.07,6.31,24.56
1661,3.02,9.21,24.50
1662,4.12,12.55,24.50
1663,4.22,12.88,24.50
1664,4.73,14.43,24.50
1665,3.85,11.73,24.50
1666,1.35,4.13,24.50
1667,2.78,8.48,24.50
1668,3.15,9.62,24.50
1669,1.64,5.01,24.50
1670,4.78,14.56,24.50
1671,4.06,12.37,24.50
1672,2.95,8.99,24.50
1673,2.07,6.32,24.50
1674,2.33,7.11,24.50
1675,2.82,8.59,24.50
1676,3.81,11.61,24.50
1677,2.50,7.62,24.50
1678,2.93,8.93,24.50
1679,3.25,9.90,24.50
1680,3.21,9.79,24.50
1681,2.64,8.05,24.50
1682,1.74,5.29,24.50
1683,4.82,14.71,24.50
1684,3.87,11.81,24.50
1685,4.28,13.04,24.50
1686,2.47,7.54,24.50
1687,3.28,10.00,24.50
1688,4.66,14.21,24.44
1689,3.53,10.78,24.44
1690,2.15,6.56,24.50
1691,3.00,9.15,24.50
1692,4.04,12.33,24.44
1693,4.81,14.68,24.44
1694,1.70,5.17,24.44
1695,3.25,9.91,24.44
1696,3.62,11.03,24.44
1697,3.01,9.18,24.44
1698,2.14,6.51,24.44
1699,4.68,14.27,24.44
1700,3.51,10.70,24.44
1701,4.20,12.81,24.44
1702,4.08,12.45,24.44
1703,3.87,11.81,24.44
1704,3.03,9.24,24.44
1705,3.95,12.06,24.44
1706,3.77,11.49,24.44
1707,3.60,10.97,24.44
1708,3.25,9.90,24.44
1709,4.07,12.42,24.44
1710,2.95,8.99,24.44
1711,3.01,9.18,24.44
1712,3.02,9.20,24.44
1713,2.90,8.84,24.44
1714,1.55,4.74,24.44
1715,4.42,13.48,24.44
1716,1.86,5.66,24.44
1717,2.89,8.83,24.44
1718,2.20,6.71,24.44
1719,2.98,9.09,24.44
1720,2.95,9.00,24.44
1721,3.08,9.41,24.44
1722,2.89,8.81,24.44
1723,2.94,8.96,24.44
1724,1.86,5.66,24.44
1725,4.03,12.28,24.44
1726,2.83,8.63,24.44
1727,2.49,7.59,24.44
1728,3.97,12.12,24.44
1729,3.14,9.59,24.44
1730,3.36,10.26,24.44
1731,1.60,4.87,24.44
1732,2.01,6.13,24.44
1733,2.09,6.38,24.44
1734,2.14,6.51,24.44
1735,1.10,3.37,24.44
1736,4.35,13.28,24.44
1737,2.90,8.85,24.44
1738,2.90,8.84,24.44
1739,2.89,8.83,24.44
1740,3.44,10.49,24.44
1741,1.08,3.28,24.44
1742,2.89,8.81,24.44
1743,2.87,8.77,24.44
1744,4.51,13.76,24.44
1745,2.60,7.93,24.44
1746,2.97,9.06,24.44
1747,2.42,7.38,24.37
1748,1.85,5.65,24.44
1749,2.25,6.86,24.44
1750,3.95,12.06,24.44
1751,4.29,13.09,24.44
1752,2.88,8.80,24.44
1753,2.51,7.65,24.44
1754,2.93,8.94,24.44
1755,4.81,14.68,24.44
1756,3.56,10.85,24.44
1757,2.92,8.91,24.37
1758,1.79,5.47,24.44
1759,2.96,9.02,24.44
1760,3.01,9.17,24.44
1761,2.02,6.17,24.44
1762,4.21,12.84,24.44
1763,3.01,9.17,24.44
1764,2.88,8.80,24.44
1765,2.96,9.02,24.44
1766,2.26,6.89,24.37
1767,2.27,6.93,24.44
1768,4.32,13.18,24.44
1769,4.40,13.42,24.44
1770,3.00,9.14,24.44
1771,3.01,9.18,24.44
1772,2.70,8.24,24.44
1773,3.74,11.40,24.44
1774,3.08,9.41,24.44
1775,3.52,10.75,24.44
1776,2.83,8.63,24.44
1777,4.14,12.63,24.44
1778,2.26,6.90,24.44
1779,0.91,2.79,24.44
1780,0.91,2.79,24.44
1781,2.50,7.62,24.44
1782,3.78,11.54,24.44
1783,1.61,4.90,24.37
1784,2.83,8.63,24.37
1785,3.38,10.32,24.37
1786,1.61,4.92,24.44
1787,3.53,10.78,24.44
1788,3.08,9.39,24.44
1789,3.86,11.76,24.44
1790,2.93,8.94,24.37
1791,3.94,12.03,24.37
1792,2.60,7.93,24.37
1793,4.22,12.88,24.44
1794,1.07,3.25,24.37
1795,4.14,12.64,24.44
1796,3.80,11.58,24.37
1797,1.46,4.46,24.44
1798,3.91,11.91,24.37
1799,2.17,6.62,24.37
1800,4.79,14.62,24.37
1801,3.98,12.13,24.44
1802,1.85,5.65,24.37
1803,1.23,3.74,24.44
1804,2.35,7.16,24.37
1805,3.04,9.27,24.37
1806,1.67,5.08,24.37
1807,1.30,3.98,24.37
1808,4.44,13.54,24.37
1809,2.40,7.32,24.37
1810,3.48,10.61,24.37
1811,2.37,7.23,24.37
1812,2.64,8.06,24.37
1813,1.45,4.43,24.37
1814,2.48,7.56,24.37
1815,2.05,6.25,24.37
1816,2.68,8.18,24.37
1817,3.34,10.20,24.37
1818,4.31,13.13,24.37
1819,2.57,7.83,24.37
1820,2.22,6.78,24.37
1821,2.22,6.78,24.37
1822,3.56,10.85,24.37
1823,2.12,6.45,24.37
1824,4.36,13.30,24.37
1825,4.29,13.07,24.37
1826,3.30,10.08,24.37
1827,2.89,8.81,24.37
1828,2.12,6.45,24.37
1829,2.74,8.35,24.37
1830,3.16,9.63,24.37
1831,2.44,7.45,24.37
1832,2.11,6.44,24.37
1833,1.28,3.91,24.37
1834,1.09,3.31,24.37
1835,3.49,10.64,24.37
1836,2.53,7.72,24.37
1837,4.72,14.39,24.37
1838,2.35,7.16,24.37
1839,3.87,11.81,24.37
1840,2.14,6.53,24.37
1841,3.98,12.15,24.37
1842,3.40,10.36,24.37
1843,1.92,5.84,24.37
1844,2.67,8.15,24.37
1845,2.69,8.20,24.37
1846,2.08,6.34,24.37
1847,4.46,13.61,24.37
1848,2.97,9.05,24.37
1849,1.88,5.72,24.37
1850,2.28,6.96,24.37
1851,1.55,4.74,24.37
1852,3.81,11.63,24.37
1853,3.40,10.38,24.37
1854,2.06,6.29,24.37
1855,2.56,7.80,24.37
1856,2.74,8.35,24.37
1857,3.97,12.10,24.37
1858,4.54,13.85,24.37
1859,2.34,7.13,24.37
1860,3.90,11.88,24.37
1861,3.26,9.96,24.37
1862,4.77,14.53,24.37
1863,2.93,8.94,24.37
1864,4.03,12.30,24.37
1865,4.76,14.50,24.37
1866,2.94,8.97,24.37
1867,2.08,6.34,24.37
1868,4.66,14.21,24.37
1869,3.79,11.57,24.37
1870,3.45,10.51,24.37
1871,2.14,6.53,24.37
1872,2.54,7.74,24.37
1873,3.00,9.14,24.37
1874,2.91,8.87,24.37
1875,2.90,8.84,24.37
